source,description,description_clean,unit_clean,quantity,rate,material,grade,emission_factor,ef_unit,cci,cci_outlier,extr_method
PA,"Providing and applying 2 coats of whitewash of approved make, over RCC/sponge plastered surface etc., including preparing  the  surface  by  cleaning  the  cement  mortar, cement concrete, removing  the dust/dirt/oil/grease, sanding, filling up the dents, cracks, undulations with crack filler of approved make, erecting and dismantling of scaffolding, curing etc., complete with all leads & lifts at all levels complete and as directed by Engineer-in-charge.",providing and applying 2 coats of whitewash of approved make over rcc sponge plastered surface etc including preparing the surface by cleaning the cement mortar cement concrete removing the dust dirt oil grease sanding filling up the dents cracks undulations with crack filler of approved make erecting and dismantling of scaffolding curing etc complete with all leads lifts at all levels complete and as directed by engineer in charge,m2,132232.0,77.0,concrete,M20,21.3675,kgCO2e/m2,3.6036,False,keyword_defaultgrade
PA,"Providing and applying 2 coats of Oil bound Distemper  of approved shade / colour / make over a  coat of w/b primer , The rate to include preparing the surface, required grinding, making good the surface,  scaffolding etc complete at all leads and lifts as per the instructions of the Engineer in charge.",providing and applying 2 coats of oil bound distemper of approved shade colour make over a coat of w b primer the rate to include preparing the surface required grinding making good the surface scaffolding etc complete at all leads and lifts as per the instructions of the engineer in charge,m2,54232.0,121.0,paint,,2.152,kgCO2e/kg,56.2268,False,keyword
PA,"Providing & applying 2 of Synthetic Enamle paint of approved make/shade with a coat of primer for Columns, Core walls & Retaining wall upto 1.2 mtr height. Rate includes surface preparation",providing applying 2 of synthetic enamle paint of approved make shade with a coat of primer for columns core walls retaining wall upto 1 height rate includes surface preparation,m2,2633.0,223.0,concrete,M20,56.98,kgCO2e/m2,3.9137,False,section_context_defaultgrade
PA,"Providing  and applying  Weather  scheild external grade emulsion  paint of approved  color and make  to External  walls  and  after  plastered  surface  and finishing  with two coats  of primer,  and two  coats of paint including  cost of material,  labour,  scaffolding, making good the wall repairing the cracks with crack filler  etc., all complete  as  directed  by  the  Engineer   incharge.  Rate  to  include  application  at all heights  & levels,  surfaces  and textures.  Engineer  incharges'  approval  required  after each coat. Tenderer to submit sample to the Engineer incharges for approval. Paint material shall be anti fungus, anti flaky etc.",providing and applying weather scheild external grade emulsion paint of approved color and make to external walls and after plastered surface and finishing with two coats of primer and two coats of paint including cost of material labour scaffolding making good the wall repairing the cracks with crack filler etc all complete as directed by the engineer incharge rate to include application at all heights levels surfaces and textures engineer incharges approval required after each coat tenderer to submit sample to the engineer incharges for approval paint material shall be anti fungus anti flaky etc,m2,25036.44,226.0,paint,,2.152,kgCO2e/kg,105.0186,False,keyword
PA,Texture Paint- longer side/ For wall,texture paint longer side for wall,m2,40305.0,510.0,paint,,2.152,kgCO2e/kg,236.9888,False,section_context
PA,Texture Paint -Grc jaali / For GRC Jaali,texture paint grc jaali for grc jaali,m2,5573.0,510.0,paint,,2.152,kgCO2e/kg,236.9888,False,section_context
PA,Texture Paint - RCC Chajja / Elevation beam,texture paint rcc chajja elevation beam,m2,11172.0,510.0,concrete,M20,21.3675,kgCO2e/m2,23.868,False,keyword_defaultgrade
PA,For Staircase flights areas,for staircase flights areas,m,2447.999999999999,94.0,concrete,M20,284.9,kgCO2e/m3,0.3299,False,section_context_defaultgrade
PA,For Staircase Landing areas,for staircase landing areas,m,2828.8,75.0,concrete,M20,284.9,kgCO2e/m3,0.2633,False,section_context_defaultgrade
PA,"Supply of leanto type M.S Steel Structure (50x50x2.6 mm thk MS box section for Tie and Leg, 50x25x2.6mm thk MS box section for cross Main Members and 25x25x2mm thk MS box section for cross Members) l2kg/sqm with two coats of synthetic enamel paint over one coat of zinc chromate primer as per IS lO79D. FRP sheet of 2mm thick fixed to the MS structure on top with necessary fixfures (Cost included) at 2.75 kgs/sqm Including Labour charges. transportation, lead, lift, fabrication, erection, all complete to the satisfaction of Project In Charge
",supply of leanto type m s steel structure 50x50x2 thk ms box section for tie and leg 50x25x2 thk ms box section for cross main members and 25x25x2mm thk ms box section for cross members l2kg sqm with two coats of synthetic enamel paint over one coat of zinc chromate primer as per is lo79d frp sheet of thick fixed to the ms structure on top with necessary fixfures cost included at 2 75 kgs sqm including labour charges transportation lead lift fabrication erection all complete to the satisfaction of project in charge,m2,629.2724999999999,4144.0,paint,,2.152,kgCO2e/kg,1925.6506,True,keyword
PA,"Providing & fixing 12mm thick Bison board for rain water pipe covering, cut to required shapes & size  supported with MS  frame work, supports  properly bolted and screwed as per the  detailed drawings, and painting the steel work with enamel paint of approved coats over  one coat of  zinc chromate primer etc., complete. ",providing fixing thick bison board for rain water pipe covering cut to required shapes size supported with ms frame work supports properly bolted and screwed as per the detailed drawings and painting the steel work with enamel paint of approved coats over one coat of zinc chromate primer etc complete,m2,2706.7,2741.0,paint,,2.152,kgCO2e/kg,1273.6989,True,keyword
PA,"Chain Link Fencing for DG room: Providing & fixing Chain link fencing as per the drawing with required painting & civil works.
Location: Above 1.5m periphery wall ",chain link fencing for dg room providing fixing chain link fencing as per the drawing with required painting civil works location above 1 5m periphery wall,m2,350.0,2100.0,paint,,2.152,kgCO2e/kg,975.8364,True,keyword
PA,"Providing and fixing GRC Jaalis (screening) of approved size, design and thickness as per  specifications/detailed drawing .Cost to be included scaffolding ,lifting ,fixing etc.complete.",providing and fixing grc jaalis screening of approved size design and thickness as per specifications detailed drawing cost to be included scaffolding lifting fixing etc complete,m2,5187.8,4882.0,paint,,2.152,kgCO2e/kg,2268.5874,True,section_context
PA,"Additional rate payable over & above -Item 2.03 from structural BOQ for reason indicated below :
PCC grade changed from M7.5(with 0% GGBS) to M10 (with 50% GGBS)",additional rate payable over above item 2 03 from structural boq for reason indicated below pcc grade changed from m7 5 with 0 ggbs to m10 with 50 ggbs,m3,610.0,49.0,concrete,M10,232.8,kgCO2e/m3,0.2105,False,grade_propagation
PA,"Additional rate over & above -Item 2.05G due to variation in cementetious content for Raft foundation - (Cementetious content -350 Kg, at the provision of 60% cement: 40% GGBS) -M30 Grade (Only for core raft)
",additional rate over above item 2 05g due to variation in cementetious content for raft foundation cementetious content 350 kg at the provision of 60 cement 40 ggbs m30 grade only for core raft,m3,10041.13,85.0,concrete,M30,331.2,kgCO2e/m3,0.2566,False,grade_propagation
PA,Additional rate over and above - Item 2.05 H of Stuctural BOQ due concrete grade change from M25 to M30,additional rate over and above item 2 05 h of stuctural boq due concrete grade change from m25 to m30,m3,1520.4430849999972,59.0,concrete,M25,301.8,kgCO2e/m3,0.1955,False,grade_propagation
PA,M50 Grade of concrete,m50 grade of concrete,m3,1248.43,283.71144,concrete,M50,420.0,kgCO2e/m3,0.6755,False,grade_propagation
PA,M40 Grade of concrete,m40 grade of concrete,m3,6470.03,503.1459875000001,concrete,M40,381.5,kgCO2e/m3,1.3189,False,grade_propagation
PA,M35 Grade of concrete,m35 grade of concrete,m3,7499.23,514.5053425,concrete,M35,356.3,kgCO2e/m3,1.444,False,grade_propagation
PA,M30 Grade of concrete,m30 grade of concrete,m3,31812.842236750013,510.3714374999999,concrete,M30,331.2,kgCO2e/m3,1.541,False,grade_propagation
PA,M50 Grade of concrete - Over & above 2.05W Beam Qty,m50 grade of concrete over above 2 05w beam qty,m3,124.46,1689.34,concrete,M50,420.0,kgCO2e/m3,4.0222,False,grade_propagation
PA,M40 Grade of concrete - Over & above 2.05W Beam Qty,m40 grade of concrete over above 2 05w beam qty,m3,718.9,442.77,concrete,M40,381.5,kgCO2e/m3,1.1606,False,grade_propagation
PA,M35 Grade of concrete - Over & above 2.05W Beam Qty,m35 grade of concrete over above 2 05w beam qty,m3,858.25,183.13,concrete,M35,356.3,kgCO2e/m3,0.514,False,grade_propagation
PA,Providing & fixing by using oxidized / SS / anticorrosive screws  in position decorative Gypsum cornice of size 170 mm x 170 mm as per  drawing details and directions from EIC. at all levels.,providing fixing by using oxidized ss anticorrosive screws in position decorative gypsum cornice of size x as per drawing details and directions from eic at all levels,m,28536.94171779141,326.0,concrete,M35,356.3,kgCO2e/m3,0.915,False,section_context
PA,SD1 - 2.40m x 2.350m & SD1a - 2.40m x 2.25m,sd1 2 40m x 2 350m sd1a 2 40m x 2 25m,m2,5275.2,5178.0,concrete,M35,26.7225,kgCO2e/m2,193.7693,False,section_context
PA,W1- 2.4 x 2.25,w1 2 4 x 2 25,m2,11534.4,5178.0,concrete,M35,26.7225,kgCO2e/m2,193.7693,False,section_context
PA,W2- 1.8 x 1.2 for Staircase & FCR,w2 1 8 x 1 2 for staircase fcr,m2,80.68,5178.0,concrete,M35,26.7225,kgCO2e/m2,193.7693,False,section_context
PA,W3- 1.2 x 1.25-Kitchen& Utility,w3 1 2 x 1 25 kitchen utility,m2,751.5,5178.0,concrete,M35,26.7225,kgCO2e/m2,193.7693,False,section_context
PA,W4- 1.425 x 1.25 for Utility,w4 1 425 x 1 25 for utility,m2,406.125,5178.0,concrete,M35,26.7225,kgCO2e/m2,193.7693,False,section_context
PA,W8- 1.625 x 1.25- For Utility,w8 1 625 x 1 25 for utility,m2,197.031,5178.0,concrete,M35,26.7225,kgCO2e/m2,193.7693,False,section_context
PA,W6- 0.8 x 2.25-Bedroom,w6 0 8 x 2 25 bedroom,m2,660.6,5178.0,concrete,M35,26.7225,kgCO2e/m2,193.7693,False,section_context
PA,W6a - 0.8 x 1.25- Bedroom,w6a 0 8 x 1 25 bedroom,m2,135.0,5202.0,concrete,M35,26.7225,kgCO2e/m2,194.6674,False,section_context
PA,W6b - 0.7 x 1.25- Bedroom,w6b 0 7 x 1 25 bedroom,m2,57.75,5202.0,concrete,M35,26.7225,kgCO2e/m2,194.6674,False,section_context
PA,W7- 0.75 x 1.6m- Bedroom/Lobby(AC ledge Access Door),w7 0 75 x 1 6m bedroom lobby ac ledge access door,m2,456.0,5178.0,concrete,M35,26.7225,kgCO2e/m2,193.7693,False,section_context
PA,W7a-0.75 x 1.85- Utility(AC Ledge Access Door),w7a 0 75 x 1 85 utility ac ledge access door,m2,188.7,5202.0,concrete,M35,26.7225,kgCO2e/m2,194.6674,False,section_context
PA,W7b-0.70 x 1.85- Utility(AC Ledge Access Door),w7b 0 70 x 1 85 utility ac ledge access door,m2,309.56,5202.0,concrete,M35,26.7225,kgCO2e/m2,194.6674,False,section_context
PA,W9- 0.7 x 1.6- Living/Dining(AC Ledge Access Door),w9 0 7 x 1 6 living dining ac ledge access door,m2,77.27999999999999,5178.0,concrete,M35,26.7225,kgCO2e/m2,193.7693,False,section_context
PA,V1- 0.9 x 0.75,v1 0 9 x 0 75,m2,532.58,5178.0,concrete,M35,26.7225,kgCO2e/m2,193.7693,False,section_context
PA,V2- 0.75 x 0.6,v2 0 75 x 0 6,m2,778.95,5178.0,concrete,M35,26.7225,kgCO2e/m2,193.7693,False,section_context
PA,W11(2.2X1.15),w11 2 2x1 15,m2,94.16,5178.0,concrete,M35,26.7225,kgCO2e/m2,193.7693,False,section_context
PA,W14(5.2x1.15),w14 5 2x1 15,m2,7.08,5178.0,concrete,M35,26.7225,kgCO2e/m2,193.7693,False,section_context
PA,"Providing, Fabricating & Fixing MS railings  using Tata Tube or equivalent make as mentioned in the drawings with required flanges and caps, fixing by grouting / welding, polishing, buffing etc., complete as per details, drawings and as specified under section Non-Structural Metal Works in Technical Specifications. - Tower 01 - Shaft Railing. Wt considered - 15.64Kgs/Rmt",providing fabricating fixing ms railings using tata tube or equivalent make as mentioned in the drawings with required flanges and caps fixing by grouting welding polishing buffing etc complete as per details drawings and as specified under section non structural metal works in technical specifications tower 01 shaft railing wt considered 15 64kgs rmt,m,384.98,2125.1,concrete,M35,356.3,kgCO2e/m3,5.9644,False,section_context
PA,"Providing, Fabricating & Fixing MS railings  using Tata Tube or equivalent make as mentioned in the drawings with required flanges and caps, fixing by grouting / welding, polishing, buffing etc., complete as per details, drawings and as specified under section Non-Structural Metal Works in Technical Specifications. - Tower 03 - Shaft Railing. Wt considered - 17.18Kgs/Rmt",providing fabricating fixing ms railings using tata tube or equivalent make as mentioned in the drawings with required flanges and caps fixing by grouting welding polishing buffing etc complete as per details drawings and as specified under section non structural metal works in technical specifications tower 03 shaft railing wt considered 17 18kgs rmt,m,154.7,2365.6,concrete,M35,356.3,kgCO2e/m3,6.6393,False,section_context
PA,Supply  ,supply,m,24860.0,55.0,concrete,M35,356.3,kgCO2e/m3,0.1544,False,section_context
PA,Installation,installation,m,24860.0,21.0,concrete,M35,356.3,kgCO2e/m3,0.0589,False,section_context
PA,Supply & laying of 50mm Thk Thermocoal between the layers of 250Micron LDPE sheet for thermal insulation of Raft concrete. Rate is also inclusive of apply of 1 coat of Fosroc curing compound over the raft before the placing of thermal insulation. Maintaining the thermal insulation over the period of 14 days such that covering is intact with raft.,supply laying of thk thermocoal between the layers of 250micron ldpe sheet for thermal insulation of raft concrete rate is also inclusive of apply of 1 coat of fosroc curing compound over the raft before the placing of thermal insulation maintaining the thermal insulation over the period of 14 days such that covering is intact with raft,m2,5700.0,170.0,insulation,,1.86,kgCO2e/kg,91.3978,False,keyword
PA,Supply & Installation of Thermo Coupler 9 Nos. & Connecting them to data logger & Monitoring temperature round the clock for 14 Days during Raft foundation  concrete for all depths. ,supply installation of thermo coupler 9 nos connecting them to data logger monitoring temperature round the clock for 14 days during raft foundation concrete for all depths,nos,3.0,290030.0,concrete,M35,356.3,kgCO2e/m3,814.0051,False,section_context
PA,"Change in Specification:
Providing , placing and fixing in position 25mm board of supreme make -CAPCELL HD100  at all expansion joints and separation joints at all levels and wherever specified to the required sizes, shapes, etc., complete.",change in specification providing placing and fixing in position board of supreme make capcell hd100 at all expansion joints and separation joints at all levels and wherever specified to the required sizes shapes etc complete,m2,350.0,878.6,concrete,M35,26.7225,kgCO2e/m2,32.8787,False,section_context
PA,Providing & laying Plumbing Groove Packing with Cement Mortar 1:4 mixing. Rate shall remain intact for all width & depth of grooves for all levels. Location - Toilets & Utility.,providing laying plumbing groove packing with cement mortar 1 4 mixing rate shall remain intact for all width depth of grooves for all levels location toilets utility,m,38410.29,73.0,mortar,,0.208,kgCO2e/kg,350.9615,False,keyword
PA,Providing of Sturlite 6Sqmm x 5 core flexible cable,providing of sturlite 6sqmm x 5 core flexible cable,m,202.0,230.0,concrete,M35,356.3,kgCO2e/m3,0.6455,False,section_context
PA,2.4 M Length,2 4 m length,m2,1921.0,11624.635866736076,concrete,M10,17.46,kgCO2e/m2,665.7867,False,section_context
PA,3.05 M Length,3 05 m length,m2,498.0,11926.745983935743,concrete,M10,17.46,kgCO2e/m2,683.0897,False,section_context
PA,3.35 M Length,3 35 m length,m2,547.0,11762.198354661792,concrete,M10,17.46,kgCO2e/m2,673.6654,False,section_context
PA,"Supplying, providing, fabricating and erecting Structural  steel  members in position at all levels and at all heights as specified in the drawing made out of standard MS section conforming to IS 226/2062/800.  Cost to include fabricating necessary Gusset Plates, Stiffener Plates, Chequered Plate, Brackets, Bolts, Cleats, seating angles, MS Plates, MS Grating and consumables etc., to the required  size, shape, alignments etc, as per drawing,. The rate shall include for necessary anvhoring alignment to the walls and fixing on concrete bed, cost to include welding of members using structral welding electrodes as per IS 814/815/816, a coat of anti -corrosive primer (non falmmable) to the exposed surfaces, testing as per IS  7307 (PART 1) , necessary equipment, tools and tackles, staging , scaffolding required etc., complete. the rate to include two coats of enamel   paint over a coat of zinc chromate primer. Complete as per the drawing.
Location : Refuge slab @ T01-18F & 27F . BASIC Price : AS per contract. ",supplying providing fabricating and erecting structural steel members in position at all levels and at all heights as specified in the drawing made out of standard ms section conforming to is 226 2062 800 cost to include fabricating necessary gusset plates stiffener plates chequered plate brackets bolts cleats seating angles ms plates ms grating and consumables etc to the required size shape alignments etc as per drawing the rate shall include for necessary anvhoring alignment to the walls and fixing on concrete bed cost to include welding of members using structral welding electrodes as per is 814 815 816 a coat of anti corrosive primer non falmmable to the exposed surfaces testing as per is 7307 part 1 necessary equipment tools and tackles staging scaffolding required etc complete the rate to include two coats of enamel paint over a coat of zinc chromate primer complete as per the drawing location refuge slab t01 18f 27f basic price as per contract,ton,25.75053930288293,132792.8,steel,Fe500,1.72,kgCO2e/kg,77205.1163,True,keyword
PA,"Suppiy abd fixing of M19 Stud Bolts, These shear connectors are embossment in deck sheet as typical pattern unique to each profile. To ensure friction at the embossment , there should not be any paint or grease on the sheet surface in contact with concrete nor should any  vibrating load be permitted yo act on the  slab until the has set completely.  The length after weld should extend at least 35mm above  thetop of the main rib of the deck profile. The distance from the deck rib shall be minimum  25mm.  Single connector to be located at the center of the beam except at butt jionta where connector to be staggered. To avoide damaging to decking , connector to be located along the predetermined lines marked on it. Minimum spacing of cannectors shall be 5 times  the diameter of shank and maximum  shall not more than  600 or 4 times the depth of slab. Connectors in pair  to have a minimum gap  of 4 times the diameter of shank, as shown in drg & as directed  by consultant /EIC.",suppiy abd fixing of m19 stud bolts these shear connectors are embossment in deck sheet as typical pattern unique to each profile to ensure friction at the embossment there should not be any paint or grease on the sheet surface in contact with concrete nor should any vibrating load be permitted yo act on the slab until the has set completely the length after weld should extend at least above thetop of the main rib of the deck profile the distance from the deck rib shall be minimum single connector to be located at the center of the beam except at butt jionta where connector to be staggered to avoide damaging to decking connector to be located along the predetermined lines marked on it minimum spacing of cannectors shall be 5 times the diameter of shank and maximum shall not more than 600 or 4 times the depth of slab connectors in pair to have a minimum gap of 4 times the diameter of shank as shown in drg as directed by consultant eic,nos,845.0,149.5,concrete,M10,232.8,kgCO2e/m3,0.6422,False,section_context
PA,"Fire rated Intumescent/vermiculite paint( 2 Hrs Fire painting)
Supplying and applying light weight vermiculite gypsum/portland  cement based wet mix  spray to structural steel elements to get fire protected  up to 120 minutes , by certified applicator. Applied thickness to suit structural steel size and relevant Hp/A calculation. Subrate must be clean , dry and free from dust, or any other condition preventing good adhesion. Subrate shall be treated with adhesive key coat / primer  prior to spray application as required. The vermiculate spray material  used shall  pass all the the necessary testing criteria required foe fire rating as per the IBC/NBC/BS/AS/DIN/ASTM/  etc and shall be applied with necessary priming of the surface to get the attractive, monolithic, trovelled finish which  is durable and economical. The treated surface shall be with amonolithic spary with hydraulic set and trovelled finish  with no cracks or delamination's, no erosion,  no spalling etc and des not promote corrosion of steel . Rate to include  for scaffolding & all as directed by  consultant/EIC.     ",fire rated intumescent vermiculite paint 2 hrs fire painting supplying and applying light weight vermiculite gypsum portland cement based wet mix spray to structural steel elements to get fire protected up to 120 minutes by certified applicator applied thickness to suit structural steel size and relevant hp a calculation subrate must be clean dry and free from dust or any other condition preventing good adhesion subrate shall be treated with adhesive key coat primer prior to spray application as required the vermiculate spray material used shall pass all the the necessary testing criteria required foe fire rating as per the ibc nbc bs as din astm etc and shall be applied with necessary priming of the surface to get the attractive monolithic trovelled finish which is durable and economical the treated surface shall be with amonolithic spary with hydraulic set and trovelled finish with no cracks or delamination s no erosion no spalling etc and des not promote corrosion of steel rate to include for scaffolding all as directed by consultant eic,m2,5778.0,224.82506666666663,steel,Fe500,1.72,kgCO2e/kg,130.7122,False,keyword
PA,"Suppiy and fixing of M16 Stud Bolts, These shear connectors are embossment in deck sheet as typical pattern unique to each profile. To ensure friction at the embossment , there should not be any paint or grease on the sheet surface in contact with concrete nor should any  vibrating load be permitted yo act on the  slab until the has set completely.  The length after weld should extend at least 35mm above  thetop of the main rib of the deck profile. The distance from the deck rib shall be minimum  25mm.  Single connector to be located at the center of the beam except at butt jionta where connector to be staggered. To avoide damaging to decking , connector to be located along the predetermined lines marked on it. Minimum spacing of cannectors shall be 5 times  the diameter of shank and maximum  shall not more than  600 or 4 times the depth of slab. Connectors in pair  to have a minimum gap  of 4 times the diameter of shank, as shown in drg & as directed  by consultant /EIC.",suppiy and fixing of m16 stud bolts these shear connectors are embossment in deck sheet as typical pattern unique to each profile to ensure friction at the embossment there should not be any paint or grease on the sheet surface in contact with concrete nor should any vibrating load be permitted yo act on the slab until the has set completely the length after weld should extend at least above thetop of the main rib of the deck profile the distance from the deck rib shall be minimum single connector to be located at the center of the beam except at butt jionta where connector to be staggered to avoide damaging to decking connector to be located along the predetermined lines marked on it minimum spacing of cannectors shall be 5 times the diameter of shank and maximum shall not more than 600 or 4 times the depth of slab connectors in pair to have a minimum gap of 4 times the diameter of shank as shown in drg as directed by consultant eic,nos,2219.0,126.3157894736842,concrete,M10,232.8,kgCO2e/m3,0.5426,False,section_context
PA,FD1 - 1.10mX2.60m,fd1 1 10mx2 60m,nos,282.0,24908.4255319149,paint,,2.152,kgCO2e/kg,11574.5472,True,section_context
PA,FD1a - 1.10mX2.35m,fd1a 1 10mx2 35m,nos,10.0,23371.0,paint,,2.152,kgCO2e/kg,10860.1301,True,section_context
PA,FD1b - 1.10mX2.40m ,fd1b 1 10mx2 40m,nos,19.0,23676.2631578947,paint,,2.152,kgCO2e/kg,11001.981,True,section_context
PA,FD1c - 1.10mX2.10m,fd1c 1 10mx2 10m,nos,46.0,21661.1086956522,paint,,2.152,kgCO2e/kg,10065.571,True,section_context
PA,FD2 - 0.90mX1.60m,fd2 0 90mx1 60m,nos,243.0,10382.1991434689,paint,,2.152,kgCO2e/kg,4824.442,True,section_context
PA,FD3 - Double Leaf - 1.20mX1.20m,fd3 double leaf 1 20mx1 20m,nos,305.0,11083.7016393443,paint,,2.152,kgCO2e/kg,5150.419,True,section_context
PA,FD3a - 0.90mX1.20m,fd3a 0 90mx1 20m,nos,305.0,8200.64918032787,paint,,2.152,kgCO2e/kg,3810.7106,True,section_context
PA,FD4 - Double Leaf - 1.80mX2.40m,fd4 double leaf 1 80mx2 40m,nos,6.0,35344.1666666667,paint,,2.152,kgCO2e/kg,16423.8693,True,section_context
PA,FD9 - Double Leaf - 2.00mX2.40m,fd9 double leaf 2 00mx2 40m,nos,12.0,38007.5,paint,,2.152,kgCO2e/kg,17661.4777,True,section_context
PA,FD11 - 0.60mX1.20m,fd11 0 60mx1 20m,nos,134.0,6203.11111111111,paint,,2.152,kgCO2e/kg,2882.4866,True,section_context
PA,FD12 - 0.75mX1.20m,fd12 0 75mx1 20m,nos,3.0,7202.0,paint,,2.152,kgCO2e/kg,3346.6543,True,section_context
PA,FD13 - 0.5mX1.0m,fd13 0 5mx1 0m,nos,89.0,4982.37078651685,paint,,2.152,kgCO2e/kg,2315.2281,True,section_context
PA,FD4 - 1.50mX2.35m (STP),fd4 1 50mx2 35m stp,nos,2.0,30250.0,paint,,2.152,kgCO2e/kg,14056.6914,True,section_context
PA,SED4 - 0.60mX1.45m,sed4 0 60mx1 45m,nos,136.0,7035.41176470588,paint,,2.152,kgCO2e/kg,3269.2434,True,section_context
PA,"
Providing and fixing Cladding tiles 2400mmx800mmx15mm of approved make & shade for  Cladding  as per drawing laid with minimum 10-20 mm thickness of cement mortar 1:3 (1cement : 3 Manufactured Sand) wet cladding as per design & drawing, and pointing with white cement with matching pigment of approved make, making drip course where ever required, scaffolding, curing etc. complete as per design & drawing.  
Basic Rate : 1130 / Sqm",providing and fixing cladding tiles 2400mmx800mmx15mm of approved make shade for cladding as per drawing laid with minimum 10 thickness of cement mortar 1 3 1cement 3 manufactured sand wet cladding as per design drawing and pointing with white cement with matching pigment of approved make making drip course where ever required scaffolding curing etc complete as per design drawing basic rate 1130 sqm,m2,2515.0,3043.0,mortar,,0.208,kgCO2e/kg,14629.8077,True,keyword
PA,"Providing and fixing 20mm polished granite stone of approved shade “Grey Paradise” for dry Cladding as per drawing laid with 12 mm thickness plywood backing, Aluminum ‘C” profile channel for light, suitable anchors fasteners, Adhesive of approved make,  including making moulding at the edges of stones where ever required as per design & drawing, chamfering the edges & making grooves as per drawing & 1 to 2 mm joint line b/w the granite cladding, pointing the grooves with matching colour grouting material of approved make, making drip course where ever required, edge polishing, scaffolding, etc. complete as per design & drawing. And rate including all leads & lifts at all levels as directed by Engineer Incharge. 
Basic Rate : 1615 / Sqm",providing and fixing polished granite stone of approved shade grey paradise for dry cladding as per drawing laid with thickness plywood backing aluminum c profile channel for light suitable anchors fasteners adhesive of approved make including making moulding at the edges of stones where ever required as per design drawing chamfering the edges making grooves as per drawing 1 to joint line b w the granite cladding pointing the grooves with matching colour grouting material of approved make making drip course where ever required edge polishing scaffolding etc complete as per design drawing and rate including all leads lifts at all levels as directed by engineer incharge basic rate 1615 sqm,m2,1901.27,8768.41111467598,timber,,0.493,kgCO2e/kg,17785.8238,True,keyword
PA,12mm Dia Rebar,dia rebar,nos,72.0,500.0,steel,Fe500,1.72,kgCO2e/kg,290.6977,False,keyword
PA,16mm Dia Rebar,dia rebar,nos,82.0,600.0,steel,Fe500,1.72,kgCO2e/kg,348.8372,False,keyword
PA,Rope Suspended Platform Daily Hire Charges,rope suspended platform daily hire charges,day,90.0,4500.0,paint,,2.152,kgCO2e/kg,2091.0781,True,section_context
PA,Mobilization & demobilization of Men & Machinary,mobilization demobilization of men machinary,ls,1.0,110000.0,paint,,2.152,kgCO2e/kg,51115.2416,True,section_context
PA,Design charges,design charges,ls,1.0,132000.0,paint,,2.152,kgCO2e/kg,61338.29,True,section_context
PA,"Drilling of 280mm dia bore hole at all kinds of strata upto 12 mtr depth 1000mm c/c with specified deign spacing. Cost is inclusive of tools and tackles, complete as directed by EIC",drilling of dia bore hole at all kinds of strata upto depth c c with specified deign spacing cost is inclusive of tools and tackles complete as directed by eic,m,817.45,1028.5,paint,,2.152,kgCO2e/kg,477.9275,False,section_context
PA,"Micro pile installation of 200mm dia,4.8mm thk MS pipe for micro piling works. The rate shall include Transportation insert MS pipes, welding the collers as per design etc complete(Including the cost of the materials)",micro pile installation of dia 4 thk ms pipe for micro piling works the rate shall include transportation insert ms pipes welding the collers as per design etc complete including the cost of the materials,m,817.45,2557.5,paint,,2.152,kgCO2e/kg,1188.4294,True,section_context
PA,Grouting of annular space of the micro pile using cement with non shrink adhesive etc.. (Including cost of Material).,grouting of annular space of the micro pile using cement with non shrink adhesive etc including cost of material,m,412.5,704.0,paint,,2.152,kgCO2e/kg,327.1375,False,section_context
PA,Laying of M-20 grade Concrete for Micro pile inside complete. Site Mix/RMC.,laying of m 20 grade concrete for micro pile inside complete site mix rmc,m3,25.05,7040.0,concrete,M20,284.9,kgCO2e/m3,24.7104,False,grade_propagation
PA,"Caping beam:Fabricating & fixing of caping beams ISMC (250mmx80mm flange) on top of the piles as per the drawing including cost of the labour, plant and machinaries welding, necessary staging at different levels for the work, providing working platforms including the cutting the micro piles to the required elevations, welding the capping beam to the micro piles etc.. complete(Including cost of the material)",caping beam fabricating fixing of caping beams ismc 250mmx80mm flange on top of the piles as per the drawing including cost of the labour plant and machinaries welding necessary staging at different levels for the work providing working platforms including the cutting the micro piles to the required elevations welding the capping beam to the micro piles etc complete including cost of the material,ton,1.983,90200.0,concrete,M20,284.9,kgCO2e/m3,316.6023,False,section_context
PA,Shortcrete:Providing and laying of 50mm thk shotcrete with 1:2:1 grout (as per IS 9012) by fastening 50x50x2.8 mm MS weld mesh with as specified in dwg etc… Complete as directed by the EIC,shortcrete providing and laying of thk shotcrete with 1 2 1 grout as per is 9012 by fastening 50x50x2 ms weld mesh with as specified in dwg etc complete as directed by the eic,m2,1821.51,1397.0,concrete,M20,14.245,kgCO2e/m2,98.0695,False,section_context
PA,"Grouted Nails:Supply/Placing grouted nails with drilling of 150mm dia bore in to the soil surface at 20 to 30 deg downward inclination and placing of 25mm dia anchor bar with necessary labour, compressor, drilling equipments, tools and tackles etc..complete providing grouting around the annular spacing between the anchor rod and the surrounding soil with water cement ratio of 0.45 and non shrink admixture",grouted nails supply placing grouted nails with drilling of dia bore in to the soil surface at 20 to 30 deg downward inclination and placing of dia anchor bar with necessary labour compressor drilling equipments tools and tackles etc complete providing grouting around the annular spacing between the anchor rod and the surrounding soil with water cement ratio of 0 45 and non shrink admixture,m,4048.0,1331.0,concrete,M20,284.9,kgCO2e/m3,4.6718,False,section_context
